_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
155.7986832;-49.4707283;ESO 214- G 002         ;279.71305;+06.60000; 0.01817; 271.645; 135.823; 74.6;ESO 214- G 002         ;NED;155.79868;-49.47073
059.1388124;-66.0407475;NGC 1503               ;279.74914;-41.79608; 0.01937; 150.353;  75.177; 79.5;NGC 1503               ;NED;059.13881;-66.04075
058.7367292;-65.9453058;ESO 083- G 012         ;279.75045;-41.98547; 0.01826; 161.414;  80.707; 75.0;ESO 083- G 012         ;NED;058.73673;-65.94531
186.6343809;+12.6109601;NGC 4407               ;279.82854;+74.35496; 0.00034;   0.090;   0.045;  1.4;NGC 4407               ;NED;186.63438;+12.61096
184.3575522;+06.6900713;NGC 4223               ;279.82997;+68.02327; 0.00745;  87.960;  43.980; 30.6;NGC 4223               ;NED;184.35755;+06.69007
090.9688576;-69.5774951;NGC 2187B              ;279.85099;-29.42675; 0.01507; 362.948; 181.474; 61.9;NGC 2187B              ;NED;090.96886;-69.57750
088.9435961;-69.5609226;NGC 2150               ;279.85733;-30.13386; 0.01490; 181.083;  90.541; 61.2;NGC 2150               ;NED;088.94360;-69.56092
090.9348205;-69.5883622;NGC 2187A              ;279.86367;-29.43846; 0.01322; 116.730;  58.365; 54.3;NGC 2187A              ;NED;090.93482;-69.58836
058.3928969;-66.0181362;NGC 1490               ;279.93144;-42.06802; 0.01790; 475.716; 237.858; 73.5;NGC 1490               ;NED;058.39290;-66.01814
153.4403772;-52.2869976;ESO 213- G 009         ;280.03192;+03.43109; 0.00905;  28.648;  14.324; 37.1;ESO 213- G 009         ;NED;153.44038;-52.28700
017.3884232;-35.8056770;NGC 0409               ;280.08923;-80.50489; 0.02185; 306.627; 153.314; 89.7;NGC 0409               ;NED;017.38842;-35.80568
171.3036018;-26.7366880;NGC 3673               ;280.09424;+32.28288; 0.00646; 102.610;  51.305; 26.5;NGC 3673               ;NED;171.30360;-26.73669
156.8232209;-49.1277263;ESO 214- G 006         ;280.09766;+07.24671; 0.01832;  98.444;  49.222; 75.2;ESO 214- G 006         ;NED;156.82322;-49.12773
066.4520991;-67.8149150;ESO 055- G 023         ;280.10250;-38.43933; 0.01839; 222.994; 111.497; 75.5;ESO 055- G 023         ;NED;066.45210;-67.81491
187.2501335;+13.9785219;NGC 4459               ;280.10803;+75.84632; 0.00404; 136.409;  68.205; 16.6;NGC 4459               ;NED;187.25013;+13.97852
186.9187080;+13.0789157;NGC 4435               ;280.17803;+74.89091; 0.00267;  55.445;  27.722; 11.0;NGC 4435               ;NED;186.91871;+13.07892
140.6040921;-61.0494791;ESO 126- G 010         ;280.20644;-07.77542; 0.00718; 165.125;  82.563; 29.5;ESO 126- G 010         ;NED;140.60409;-61.04948
186.8055623;+12.7346942;NGC 4425               ;280.24699;+74.52991; 0.00622;  62.392;  31.196; 25.6;NGC 4425               ;NED;186.80556;+12.73469
025.5708350;-47.5301069;ESO 196- G 019         ;280.28791;-67.30068; 0.02252; 162.319;  81.160; 92.5;ESO 196- G 019         ;NED;025.57083;-47.53011
159.7969074;-46.1415980;ESO 264- G 024         ;280.29646;+10.83685; 0.02020; 375.780; 187.890; 83.0;ESO 264- G 024         ;NED;159.79691;-46.14160
110.3336572;-69.0014899;NGC 2397               ;280.29823;-22.59512; 0.00455;  56.474;  28.237; 18.7;NGC 2397               ;NED;110.33366;-69.00149
024.7436972;-46.5733790;ESO 244- G 045         ;280.30412;-68.41102; 0.02203; 397.753; 198.877; 90.5;ESO 244- G 045         ;NED;024.74370;-46.57338
186.9399854;+13.0087971;NGC 4438               ;280.34686;+74.83258; 0.00024;   0.449;   0.225;  1.0;NGC 4438               ;NED;186.93999;+13.00880
160.0254426;-46.1155554;ESO 264- G 028         ;280.42372;+10.93758; 0.02189; 270.370; 135.185; 89.9;ESO 264- G 028         ;NED;160.02544;-46.11556
159.9959492;-46.1904347;2MASX J10395899-4611263;280.44309;+10.86233; 0.02163; 219.898; 109.949; 88.8;2MASX J10395899-4611263;NED;159.99595;-46.19043
159.7857597;-46.5057082;ESO 264- G 023         ;280.47275;+10.51650; 0.01876; 181.496;  90.748; 77.0;ESO 264- G 023         ;NED;159.78576;-46.50571
159.9292580;-46.3386997;ESO 264- G 026         ;280.47650;+10.71057; 0.02092; 141.866;  70.933; 85.9;ESO 264- G 026         ;NED;159.92926;-46.33870
187.3787611;+14.0490548;NGC 4468               ;280.48515;+75.95637; 0.00303;   7.679;   3.840; 12.5;NGC 4468               ;NED;187.37876;+14.04905
160.1379849;-46.1911842;ESO 264- G 031         ;280.53070;+10.90994; 0.02217; 450.313; 225.157; 91.1;ESO 264- G 031         ;NED;160.13798;-46.19118
160.0602641;-46.3286566;ESO 264-IG 030 NED01   ;280.55165;+10.76378; 0.02022; 445.371; 222.685; 83.1;                       ;NED;160.06026;-46.32866
142.1105425;-60.8017296;ESO 126- G 014         ;280.55639;-07.08489; 0.00747; 193.313;  96.657; 30.7;ESO 126- G 014         ;NED;142.11054;-60.80173
135.1870796;-63.8049605;ESO 090- G 013         ;280.55943;-11.48223; 0.02062; 349.205; 174.603; 84.7;ESO 090- G 013         ;NED;135.18708;-63.80496
185.5234728;+09.0435658;NGC 4307               ;280.58413;+70.63134; 0.00364;  27.689;  13.844; 15.0;NGC 4307               ;NED;185.52347;+09.04357
160.1606518;-46.3166770;ESO 264- G 032         ;280.60719;+10.80820; 0.02280; 207.405; 103.702; 93.6;ESO 264- G 032         ;NED;160.16065;-46.31668
114.6374588;-68.7695956;ESO 059- G 012         ;280.60727;-21.05432; 0.00441;  11.263;   5.632; 18.1;ESO 059- G 012         ;NED;114.63746;-68.76960
188.2706748;+16.2654586;NGC 4515               ;280.60956;+78.33391; 0.00317;   8.064;   4.032; 13.0;NGC 4515               ;NED;188.27067;+16.26546
024.7261639;-46.8356629;ESO 244- G 044         ;280.68375;-68.18913; 0.02237; 347.467; 173.734; 91.9;ESO 244- G 044         ;NED;024.72616;-46.83566
187.4730947;+14.0686108;NGC 4474               ;280.81123;+76.00654; 0.00530;  26.959;  13.479; 21.8;NGC 4474               ;NED;187.47309;+14.06861
166.7815062;-37.1725960;NGC 3533               ;280.86583;+21.18933; 0.01041; 140.547;  70.274; 42.8;NGC 3533               ;NED;166.78151;-37.17260
168.6628494;-33.9067141;ESO 377- G 029         ;280.92523;+24.79556; 0.00959;  91.981;  45.990; 39.4;ESO 377- G 029         ;NED;168.66285;-33.90671
182.7669272;+00.9722744;UGC 07177              ;280.93617;+62.10759; 0.02032; 176.554;  88.277; 83.5;UGC 07177              ;NED;182.76693;+00.97227
160.7820360;-46.2123448;ESO 264- G 036         ;280.93810;+11.10800; 0.02101; 435.593; 217.797; 86.3;ESO 264- G 036         ;NED;160.78204;-46.21234
018.3923351;-37.9017035;NGC 0438               ;280.96362;-78.26597; 0.01164;  87.532;  43.766; 47.8;NGC 0438               ;NED;018.39233;-37.90170
166.6323334;-37.6530680;ESO 377- G 010         ;280.96679;+20.70353; 0.00956; 145.806;  72.903; 39.3;ESO 377- G 010         ;NED;166.63233;-37.65307
161.5207772;-45.3272843;ESO 264- G 039         ;280.96881;+12.13169; 0.01841; 309.911; 154.955; 75.6;ESO 264- G 039         ;NED;161.52078;-45.32728
024.7874956;-47.1275752;ESO 244- G 048         ;280.96961;-67.91427; 0.02250; 186.086;  93.043; 92.4;ESO 244- G 048         ;NED;024.78750;-47.12758
113.7135982;-69.2841516;NGC 2434               ;281.00028;-21.54424; 0.00464; 124.882;  62.441; 19.0;NGC 2434               ;NED;113.71360;-69.28415
186.8640086;+12.2903032;NGC 4431               ;281.01446;+74.13269; 0.00311;   6.821;   3.410; 12.8;NGC 4431               ;NED;186.86401;+12.29030
167.7354227;-35.9834373;ESO 377- G 021         ;281.08604;+22.58901; 0.00920;  38.410;  19.205; 37.8;ESO 377- G 021         ;NED;167.73542;-35.98344
187.2398646;+13.2418603;NGC 4458               ;281.09432;+75.15219; 0.00212;  24.566;  12.283;  8.7;NGC 4458               ;NED;187.23986;+13.24186
138.9020512;-63.0695910;NGC 2842               ;281.11879;-09.75104; 0.00953; 181.791;  90.896; 39.1;NGC 2842               ;NED;138.90205;-63.06959
169.0651722;-33.8274121;NGC 3606               ;281.22805;+25.00157; 0.01005; 113.831;  56.915; 41.3;NGC 3606               ;NED;169.06517;-33.82741
187.2625707;+13.1837294;NGC 4461               ;281.25211;+75.10499; 0.00644; 166.454;  83.227; 26.5;NGC 4461               ;NED;187.26257;+13.18373
101.6508512;-70.6149530;ESO 058- G 014         ;281.28988;-25.87216; 0.02302; 187.289;  93.644; 94.5;ESO 058- G 014         ;NED;101.65085;-70.61495
167.0823851;-37.6238722;ESO 377- G 012         ;281.30018;+20.87880; 0.01158;  82.126;  41.063; 47.6;ESO 377- G 012         ;NED;167.08238;-37.62387
114.5505552;-69.4754249;ESO 059- G 011         ;281.30299;-21.33431; 0.00510;  38.488;  19.244; 20.9;ESO 059- G 011         ;NED;114.55056;-69.47542
138.3819349;-63.6263767;ESO 091- G 003         ;281.37224;-10.30072; 0.00636;  57.085;  28.542; 26.1;ESO 091- G 003         ;NED;138.38193;-63.62638
059.9160533;-67.6389740;NGC 1511               ;281.37331;-40.72039; 0.00447;  45.665;  22.832; 18.4;NGC 1511               ;NED;059.91605;-67.63897
186.9732194;+12.2931991;NGC 4440               ;281.37873;+74.17141; 0.00241;  17.980;   8.990;  9.9;NGC 4440               ;NED;186.97322;+12.29320
167.3839169;-37.3496006;NGC 3557B              ;281.41252;+21.22734; 0.00949; 133.635;  66.817; 39.0;NGC 3557B              ;NED;167.38392;-37.34960
162.1813643;-45.4198930;ESO 264- G 043         ;281.43255;+12.26758; 0.01886; 289.782; 144.891; 77.5;ESO 264- G 043         ;NED;162.18136;-45.41989
165.5075488;-40.6002085;ESO 318- G 031         ;281.45583;+17.66491; 0.01612;  85.551;  42.776; 66.2;ESO 318- G 031         ;NED;165.50755;-40.60021
069.7119048;-69.5067722;ESO 055- G 033         ;281.49048;-36.69094; 0.01825; 182.525;  91.263; 74.9;ESO 055- G 033         ;NED;069.71190;-69.50677
020.0850869;-40.9661860;NGC 0482               ;281.49708;-74.93670; 0.02191; 380.358; 190.179; 90.0;NGC 0482               ;NED;020.08509;-40.96619
135.5235176;-64.9042686;ESO 090- G 015         ;281.51598;-12.07622; 0.00560;  19.738;   9.869; 23.0;ESO 090- G 015         ;NED;135.52352;-64.90427
060.0778041;-67.8069183;NGC 1511A              ;281.52238;-40.58192; 0.00447;   6.161;   3.080; 18.3;NGC 1511A              ;NED;060.07780;-67.80692
171.7710079;-28.9801910;IC 2764                ;281.53714;+30.36323; 0.00557;  40.043;  20.021; 22.9;IC 2764                ;NED;171.77101;-28.98019
187.5090915;+13.6364389;NGC 4477               ;281.54424;+75.61194; 0.00452; 150.822;  75.411; 18.6;NGC 4477               ;NED;187.50909;+13.63644
167.8274131;-36.8754873;NGC 3573               ;281.55158;+21.80451; 0.00831; 130.611;  65.306; 34.1;NGC 3573               ;NED;167.82741;-36.87549
184.8426775;+06.0986580;NGC 4260               ;281.56291;+67.63020; 0.00653; 208.677; 104.339; 26.8;NGC 4260               ;NED;184.84268;+06.09866
167.4902556;-37.5391231;NGC 3557               ;281.57836;+21.08904; 0.01019;1048.635; 524.317; 41.9;NGC 3557               ;NED;167.49026;-37.53912
187.4536353;+13.4293271;NGC 4473               ;281.61693;+75.39870; 0.00748; 177.349;  88.674; 30.7;NGC 4473               ;NED;187.45364;+13.42933
183.2171551;+01.2996891;NGC 4179               ;281.62028;+62.56470; 0.00419;  76.739;  38.369; 17.2;NGC 4179               ;NED;183.21715;+01.29969
167.6516322;-37.5475396;NGC 3564               ;281.70729;+21.13350; 0.00940; 149.252;  74.626; 38.6;NGC 3564               ;NED;167.65163;-37.54754
184.7769712;+05.7259634;NGC 4257               ;281.71744;+67.25649; 0.00919;  28.464;  14.232; 37.8;NGC 4257               ;NED;184.77697;+05.72596
171.8476736;-29.2575547;ESO 439- G 009         ;281.72798;+30.13034; 0.02389; 342.783; 171.392; 98.1;ESO 439- G 009         ;NED;171.84767;-29.25755
184.8467624;+05.8252025;NGC 4261               ;281.80470;+67.37284; 0.00746; 410.664; 205.332; 30.7;NGC 4261               ;NED;184.84676;+05.82520
187.5765512;+13.5776075;NGC 4479               ;281.87129;+75.57817; 0.00292;  12.661;   6.331; 12.0;NGC 4479               ;NED;187.57655;+13.57761
184.9549693;+06.0149640;NGC 4269               ;281.91137;+67.58714; 0.00692;  34.084;  17.042; 28.4;NGC 4269               ;NED;184.95497;+06.01496
184.8990049;+05.8467822;NGC 4264               ;281.91465;+67.40999; 0.00845;  51.273;  25.637; 34.7;NGC 4264               ;NED;184.89900;+05.84678
186.0903869;+09.2927557;NGC 4360               ;281.93954;+71.05265; 0.02341; 552.970; 276.485; 96.2;NGC 4360               ;NED;186.09039;+09.29276
186.3423860;+10.0167815;NGC 4380               ;281.94247;+71.81811; 0.00323;  31.154;  15.577; 13.2;NGC 4380               ;NED;186.34239;+10.01678
126.3781394;-68.1176557;NGC 2601               ;282.00520;-16.90385; 0.01079; 160.986;  80.493; 44.3;NGC 2601               ;NED;126.37814;-68.11766
178.8669619;-12.0612680;NGC 3970               ;282.01448;+48.52413; 0.01913; 251.278; 125.639; 78.6;NGC 3970               ;NED;178.86696;-12.06127
178.9172573;-12.0274389;NGC 3974               ;282.06818;+48.57209; 0.01834; 205.560; 102.780; 75.3;NGC 3974               ;NED;178.91726;-12.02744
144.6432362;-61.7371347;ESO 126- G 025         ;282.09612;-06.93938; 0.00931; 102.133;  51.067; 38.2;ESO 126- G 025         ;NED;144.64324;-61.73713
144.1264469;-62.0992517;ESO 126- G 021         ;282.15953;-07.37106; 0.01529; 273.672; 136.836; 62.8;ESO 126- G 021         ;NED;144.12645;-62.09925
184.8425440;+05.3762959;NGC 4259               ;282.16419;+66.94615; 0.00801;  22.333;  11.166; 32.9;NGC 4259               ;NED;184.84254;+05.37630
184.9262804;+05.5382916;NGC 4266               ;282.23545;+67.12620; 0.00512;  27.887;  13.944; 21.0;NGC 4266               ;NED;184.92628;+05.53829
017.1950012;-36.3448149;ESO 352- G 008         ;282.24074;-80.07649; 0.02209; 150.611;  75.306; 90.7;ESO 352- G 008         ;NED;017.19500;-36.34481
031.5146206;-55.1936067;ESO 153- G 020         ;282.26942;-58.83950; 0.01974; 231.606; 115.803; 81.1;ESO 153- G 020         ;NED;031.51462;-55.19361
140.8504880;-63.8125093;NGC 2887               ;282.27454;-09.63786; 0.00970; 373.132; 186.566; 39.8;NGC 2887               ;NED;140.85049;-63.81251
165.5723405;-42.3722820;ESO 318- G 032         ;282.29219;+16.08311; 0.01968; 160.979;  80.490; 80.8;ESO 318- G 032         ;NED;165.57234;-42.37228
187.9967589;+14.4203825;MESSIER 088            ;282.32954;+76.50785; 0.00761;1161.028; 580.514; 31.2;MESSIER 088            ;NED;187.99676;+14.42038
184.9560527;+05.4633818;NGC 4270               ;282.36835;+67.06444; 0.00786;  96.040;  48.020; 32.3;NGC 4270               ;NED;184.95605;+05.46338
184.7340520;+04.7859595;NGC 4255               ;282.37503;+66.35185; 0.00661;  44.991;  22.496; 27.1;NGC 4255               ;NED;184.73405;+04.78596
186.8606798;+11.1075082;NGC 4429               ;282.38060;+73.01468; 0.00305; 116.362;  58.181; 12.5;NGC 4429               ;NED;186.86068;+11.10751
185.3682567;+06.6535384;NGC 4296               ;282.40882;+68.32311; 0.01367; 152.446;  76.223; 56.2;NGC 4296               ;NED;185.36826;+06.65354
185.5517015;+07.1440755;NGC 4309               ;282.46065;+68.84602; 0.00290;   6.685;   3.342; 11.9;NGC 4309               ;NED;185.55170;+07.14408
184.9467304;+05.2836511;NGC 4268               ;282.48970;+66.89084; 0.00792;  66.119;  33.060; 32.5;NGC 4268               ;NED;184.94673;+05.28365
185.0154715;+05.3412350;NGC 4277               ;282.60994;+66.96687; 0.00732;  19.706;   9.853; 30.1;NGC 4277               ;NED;185.01547;+05.34123
083.4973777;-71.7569786;ESO 056- G 154         ;282.62057;-31.69747; 0.02420; 360.262; 180.131; 99.4;ESO 056- G 154         ;NED;083.49738;-71.75698
185.1013042;+05.5728127;NGC 4282               ;282.63399;+67.21353; 0.00310;   3.274;   1.637; 12.7;NGC 4282               ;NED;185.10130;+05.57281
103.2381615;-71.7618033;ESO 058- G 019         ;282.63582;-25.54602; 0.01414; 203.068; 101.534; 58.1;ESO 058- G 019         ;NED;103.23816;-71.76180
178.6670850;-13.9750182;NGC 3962               ;282.65296;+46.64930; 0.00605; 408.076; 204.038; 24.9;NGC 3962               ;NED;178.66708;-13.97502
130.6797919;-67.8150665;ESO 060- G 011         ;282.66626;-15.39009; 0.02354; 212.057; 106.029; 96.7;ESO 060- G 011         ;NED;130.67979;-67.81507
187.1804679;+11.7550018;NGC 4452               ;282.70388;+73.72808; 0.00055;   0.032;   0.016;  2.3;NGC 4452               ;NED;187.18047;+11.75500
134.5964769;-66.7286677;ESO 090- G 012         ;282.71360;-13.52835; 0.01095;  94.427;  47.213; 45.0;ESO 090- G 012         ;NED;134.59648;-66.72867
163.6192019;-46.2114464;ESO 264- G 050         ;282.71362;+12.01817; 0.01953; 110.558;  55.279; 80.2;ESO 264- G 050         ;NED;163.61920;-46.21145
185.0896776;+05.3864028;NGC 4281               ;282.75398;+67.03268; 0.00904; 151.765;  75.882; 37.1;NGC 4281               ;NED;185.08968;+05.38640
139.8893468;-65.1547589;2MASX J09193339-6509170;282.96009;-10.86988; 0.02130; 195.502;  97.751; 87.5;2MASX J09193339-6509170;NED;139.88935;-65.15476
185.8495932;+07.4737609;NGC 4334               ;282.96027;+69.25109; 0.01416; 207.355; 103.677; 58.2;NGC 4334               ;NED;185.84959;+07.47376
187.4961757;+12.3486345;NGC 4476               ;283.09827;+74.38838; 0.00657;  23.046;  11.523; 27.0;NGC 4476               ;NED;187.49618;+12.34863
029.5757759;-54.2158836;ESO 153- G 003         ;283.11075;-60.26390; 0.02176; 447.740; 223.870; 89.4;ESO 153- G 003         ;NED;029.57578;-54.21588
172.8833451;-30.3077163;NGC 3717               ;283.12936;+29.47304; 0.00578; 211.735; 105.868; 23.7;NGC 3717               ;NED;172.88335;-30.30772
020.7622169;-43.1280193;ESO 244- G 023         ;283.13676;-72.76433; 0.02393; 228.972; 114.486; 98.3;ESO 244- G 023         ;NED;020.76222;-43.12802
017.8652103;-38.0835440;NGC 0424               ;283.19362;-78.26647; 0.01176; 198.837;  99.419; 48.3;NGC 0424               ;NED;017.86521;-38.08354
185.4040595;+05.7656489;IC 0782                ;283.22566;+67.48929; 0.00825;  21.177;  10.589; 33.9;IC 0782                ;NED;185.40406;+05.76565
172.9640151;-30.4107476;IC 2913                ;283.24550;+29.40072; 0.00559;  12.875;   6.437; 22.9;IC 2913                ;NED;172.96401;-30.41075
188.2814241;+14.5749088;NGC 4516               ;283.24821;+76.74168; 0.00306;   6.095;   3.047; 12.6;NGC 4516               ;NED;188.28142;+14.57491
144.5570528;-63.4865060;ESO 091- G 016         ;283.24890;-08.26463; 0.00721;  44.658;  22.329; 29.6;ESO 091- G 016         ;NED;144.55705;-63.48651
187.5725920;+12.3285292;NGC 4478               ;283.38524;+74.39216; 0.00450;  46.739;  23.370; 18.5;NGC 4478               ;NED;187.57259;+12.32853
050.0240520;-66.7012541;NGC 1313A              ;283.40371;-44.37255; 0.01814; 119.804;  59.902; 74.5;NGC 1313A              ;NED;050.02405;-66.70125
186.7109255;+09.5841442;NGC 4417               ;283.46904;+71.52048; 0.00273;  51.950;  25.975; 11.2;NGC 4417               ;NED;186.71093;+09.58414
185.9125976;+07.0538989;NGC 4342               ;283.48245;+68.86982; 0.00250;   9.940;   4.970; 10.3;NGC 4342               ;NED;185.91260;+07.05390
164.6428584;-46.5838352;NGC 3482               ;283.52918;+11.99204; 0.00971;  99.939;  49.970; 39.9;NGC 3482               ;NED;164.64286;-46.58384
191.2993361;+23.0360444;IC 0813                ;283.54654;+85.67087; 0.02326; 309.827; 154.913; 95.5;IC 0813                ;NED;191.29934;+23.03604
185.9112612;+06.9540688;NGC 4343               ;283.56129;+68.77413; 0.00338;  19.113;   9.557; 13.9;NGC 4343               ;NED;185.91126;+06.95407
185.4228009;+05.3848184;NGC 4300               ;283.56702;+67.13146; 0.00770;  58.902;  29.451; 31.6;NGC 4300               ;NED;185.42280;+05.38482
144.6322312;-63.9333897;ESO 091- G 017         ;283.57714;-08.57347; 0.01533; 190.252;  95.126; 63.0;ESO 091- G 017         ;NED;144.63223;-63.93339
185.9731788;+07.1071006;NGC 4341               ;283.59789;+68.93851; 0.00308;   3.377;   1.689; 12.6;NGC 4341               ;NED;185.97318;+07.10710
187.7059400;+12.3910945;MESSIER 087            ;283.77780;+74.49113; 0.00436; 579.643; 289.821; 17.9;MESSIER 087            ;NED;187.70594;+12.39109
188.0438828;+13.4195808;NGC 4506               ;283.80243;+75.57106; 0.00246;   5.176;   2.588; 10.1;NGC 4506               ;NED;188.04388;+13.41958
186.1176345;+07.3175111;NGC 4365               ;283.80704;+69.18187; 0.00415; 368.370; 184.185; 17.0;NGC 4365               ;NED;186.11763;+07.31751
186.7983025;+09.4205343;NGC 4424               ;283.88082;+71.38993; 0.00146;   0.805;   0.402;  6.0;NGC 4424               ;NED;186.79830;+09.42053
185.3186009;+04.5956144;NGC 4292               ;283.90282;+66.34658; 0.00753;  55.209;  27.604; 30.9;NGC 4292               ;NED;185.31860;+04.59561
017.2610019;-37.2889586;ESO 296- G 002         ;283.94727;-79.18206; 0.02200; 196.695;  98.348; 90.3;ESO 296- G 002         ;NED;017.26100;-37.28896
164.4481594;-47.8427254;2MASX J10574751-4750338;283.96043;+10.79890; 0.01922; 304.480; 152.240; 78.9;2MASX J10574751-4750338;NED;164.44816;-47.84273
185.7984721;+06.0719956;NGC 4326               ;283.97381;+67.89810; 0.02375; 293.707; 146.854; 97.5;NGC 4326               ;NED;185.79847;+06.07200
185.5053853;+05.1000468;UGC 07422              ;283.98212;+66.88333; 0.00620;  11.932;   5.966; 25.5;UGC 07422              ;NED;185.50539;+05.10005
186.2287624;+07.4448787;NGC 4370               ;283.99938;+69.33591; 0.00261;   8.287;   4.144; 10.7;NGC 4370               ;NED;186.22876;+07.44488
187.7405928;+12.2704149;NGC 4486A              ;284.03190;+74.38595; 0.00050;   0.023;   0.011;  2.1;NGC 4486A              ;NED;187.74059;+12.27041
185.8427790;+06.0405921;NGC 4333               ;284.11002;+67.88081; 0.02348; 207.632; 103.816; 96.4;NGC 4333               ;NED;185.84278;+06.04059
135.6647170;-68.2268050;NGC 2788A              ;284.17567;-14.15797; 0.01335; 255.205; 127.603; 54.8;NGC 2788A              ;NED;135.66472;-68.22680
187.0162218;+09.8035963;NGC 4442               ;284.17694;+71.81908; 0.00177;  87.933;  43.966;  7.3;NGC 4442               ;NED;187.01622;+09.80360
185.8956330;+06.0817389;NGC 4339               ;284.21234;+67.93535; 0.00430;  39.562;  19.781; 17.7;NGC 4339               ;NED;185.89563;+06.08174
091.1877905;-73.3998789;NGC 2199               ;284.23102;-29.23660; 0.01501; 244.780; 122.390; 61.6;NGC 2199               ;NED;091.18779;-73.39988
029.3570776;-55.1392192;ESO 153- G 001         ;284.26196;-59.53231; 0.02297; 156.012;  78.006; 94.3;ESO 153- G 001         ;NED;029.35708;-55.13922
137.2630506;-67.9324421;NGC 2788               ;284.34117;-13.51235; 0.00547;  26.013;  13.007; 22.5;NGC 2788               ;NED;137.26305;-67.93244
029.9557463;-55.8242459;NGC 0795               ;284.35959;-58.76953; 0.01944; 241.202; 120.601; 79.8;NGC 0795               ;NED;029.95575;-55.82425
186.6687198;+08.4356821;NGC 4415               ;284.38039;+70.41033; 0.00303;   7.105;   3.553; 12.5;NGC 4415               ;NED;186.66872;+08.43568
174.5645942;-29.7285509;ESO 439- G 020         ;284.48675;+30.50865; 0.01377; 150.323;  75.162; 56.5;ESO 439- G 020         ;NED;174.56459;-29.72855
185.7757587;+05.2504030;NGC 4324               ;284.53221;+67.10445; 0.00556;  80.629;  40.315; 22.8;NGC 4324               ;NED;185.77576;+05.25040
187.0664284;+09.4362917;NGC 4445               ;284.66198;+71.48137; 0.00120;   0.256;   0.128;  4.9;NGC 4445               ;NED;187.06643;+09.43629
046.6298238;-66.7757029;NGC 1244               ;284.77553;-45.29760; 0.01842; 344.968; 172.484; 75.6;NGC 1244               ;NED;046.62982;-66.77570
107.6771567;-73.5101457;ESO 035-IG 001         ;284.81028;-24.58312; 0.01037;  42.353;  21.176; 42.6;ESO 035-IG 001         ;NED;107.67716;-73.51015
178.5064327;-19.5687531;NGC 3957               ;284.82468;+41.27558; 0.00546;  64.235;  32.118; 22.4;NGC 3957               ;NED;178.50643;-19.56875
187.7380489;+11.4835289;NGC 4491               ;284.84723;+73.63178; 0.00166;   0.509;   0.254;  6.8;NGC 4491               ;NED;187.73805;+11.48353
190.7249193;+20.9895951;IC 3692                ;284.87082;+83.55979; 0.02182; 189.486;  94.743; 89.6;IC 3692                ;NED;190.72492;+20.98959
046.7589828;-66.9387302;NGC 1246               ;284.88715;-45.14603; 0.01771; 221.985; 110.992; 72.7;NGC 1246               ;NED;046.75898;-66.93873
178.7885175;-18.9273955;NGC 3969               ;284.91461;+41.96677; 0.02312; 448.049; 224.025; 94.9;NGC 3969               ;NED;178.78852;-18.92740
172.4351590;-36.3912648;NGC 3706               ;285.07575;+23.63158; 0.00993; 438.618; 219.309; 40.8;NGC 3706               ;NED;172.43516;-36.39126
029.6174468;-56.2561923;ESO 153-IG 004 NED01   ;285.08749;-58.48898; 0.01889; 212.847; 106.424; 77.6;                       ;NED;029.61745;-56.25619
164.5525593;-50.4433051;ESO 215- G 010         ;285.15427;+08.47886; 0.01967; 367.767; 183.884; 80.8;ESO 215- G 010         ;NED;164.55256;-50.44330
187.8855526;+11.6247018;NGC 4497               ;285.20156;+73.80770; 0.00349;   9.937;   4.968; 14.3;NGC 4497               ;NED;187.88555;+11.62470
186.9028442;+08.1543125;NGC 4434               ;285.27390;+70.20492; 0.00357;  48.977;  24.488; 14.7;NGC 4434               ;NED;186.90284;+08.15431
167.3933250;-46.7491381;ESO 265- G 009         ;285.35959;+12.61765; 0.02125; 233.359; 116.679; 87.3;ESO 265- G 009         ;NED;167.39332;-46.74914
076.2765981;-73.6512565;ESO 033- G 011         ;285.39459;-33.34306; 0.01482; 131.253;  65.626; 60.8;ESO 033- G 011         ;NED;076.27660;-73.65126
166.6357840;-48.0423836;ESO 215- G 021         ;285.40257;+11.22710; 0.01837; 151.169;  75.585; 75.4;ESO 215- G 021         ;NED;166.63578;-48.04238
028.6699855;-55.6628306;ESO 152- G 034         ;285.43196;-59.26464; 0.02074; 186.830;  93.415; 85.2;ESO 152- G 034         ;NED;028.66999;-55.66283
174.5236261;-32.5598513;ESO 439- G 019         ;285.48749;+27.81531; 0.01212;  52.594;  26.297; 49.8;ESO 439- G 019         ;NED;174.52363;-32.55985
182.2217545;-09.0364944;NGC 4129               ;285.54950;+52.39328; 0.00393;  14.063;   7.032; 16.1;NGC 4129               ;NED;182.22175;-09.03649
166.6841223;-48.4837240;ESO 215- G 023         ;285.61262;+10.83555; 0.00940;  32.057;  16.028; 38.6;ESO 215- G 023         ;NED;166.68412;-48.48372
188.8601326;+14.4963012;MESSIER 091            ;285.69290;+76.82959; 0.00162; 111.343;  55.672;  6.7;MESSIER 091            ;NED;188.86013;+14.49630
185.6764159;+03.1417438;VCC 0572               ;285.71651;+65.04872; 0.02314; 159.304;  79.652; 95.0;VCC 0572               ;NED;185.67642;+03.14174
