_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
120.7603298;-18.7020558;ESO 561- G 009         ;237.81818;+06.48265; 0.01125;  63.987;  31.994; 46.2;ESO 561- G 009         ;NED;120.76033;-18.70206
053.4016232;-36.1404607;NGC 1365               ;237.95620;-54.59803; 0.00546; 319.043; 159.521; 22.4;NGC 1365               ;NED;053.40162;-36.14046
054.1886187;-36.2562820;NGC 1369               ;238.10010;-53.95796; 0.00472;   7.330;   3.665; 19.4;NGC 1369               ;NED;054.18862;-36.25628
153.4408034;+03.4249658;NGC 3166               ;238.14635;+45.52470; 0.00449; 169.319;  84.660; 18.4;NGC 3166               ;NED;153.44080;+03.42497
153.5627615;+03.4660679;NGC 3169               ;238.20184;+45.64718; 0.00413; 134.180;  67.090; 17.0;NGC 3169               ;NED;153.56276;+03.46607
153.1719282;+03.1293507;NGC 3156               ;238.25938;+45.13338; 0.00440;  29.059;  14.530; 18.1;NGC 3156               ;NED;153.17193;+03.12935
130.9859009;-12.8475333;MCG -02-23-001         ;238.28815;+17.91839; 0.01907; 201.785; 100.893; 78.3;MCG -02-23-001         ;NED;130.98590;-12.84753
190.3812548;+26.0430120;NGC 4614               ;238.46375;+87.53244; 0.01607; 122.945;  61.473; 66.0;NGC 4614               ;NED;190.38125;+26.04301
122.3088298;-18.6950565;ESO 561- G 017         ;238.59168;+07.73258; 0.02006; 153.494;  76.747; 82.4;ESO 561- G 017         ;NED;122.30883;-18.69506
056.5573233;-36.6963900;NGC 1460               ;238.70797;-52.03767; 0.00458;  14.019;   7.010; 18.8;NGC 1460               ;NED;056.55732;-36.69639
050.9850671;-36.4647220;NGC 1326               ;238.77315;-56.51750; 0.00454; 138.333;  69.166; 18.6;NGC 1326               ;NED;050.98507;-36.46472
174.9468696;+17.7121847;NGC 3790               ;238.87633;+70.98454; 0.01142;  48.697;  24.348; 46.9;NGC 3790               ;NED;174.94687;+17.71218
137.7032658;-08.8938964;UGCA 150               ;238.90400;+25.58663; 0.00613; 200.655; 100.328; 25.2;UGCA 150               ;NED;137.70327;-08.89390
175.0793690;+17.7657114;NGC 3802               ;238.94875;+71.11959; 0.01108;  67.594;  33.797; 45.5;NGC 3802               ;NED;175.07937;+17.76571
107.9186166;-26.7050620;ESO 492- G 002         ;239.02913;-07.74747; 0.00864;  98.337;  49.168; 35.5;ESO 492- G 002         ;NED;107.91862;-26.70506
175.0704515;+17.7278761;NGC 3801               ;239.03258;+71.09190; 0.01106; 220.400; 110.200; 45.4;NGC 3801               ;NED;175.07045;+17.72788
035.5282121;-34.4332007;MCG -06-06-006         ;239.10144;-69.25677; 0.02106; 130.170;  65.085; 86.5;MCG -06-06-006         ;NED;035.52821;-34.43320
029.4807050;-32.9871182;IC 1759                ;239.13168;-74.49014; 0.01303;  76.175;  38.087; 53.5;IC 1759                ;NED;029.48070;-32.98712
148.0796535;-01.6120716;MRK 1239               ;239.27013;+38.21779; 0.01993; 368.699; 184.349; 81.8;MRK 1239               ;NED;148.07965;-01.61207
143.9406825;-04.7495281;MCG -01-25-004         ;239.29565;+33.02961; 0.01321;  69.331;  34.665; 54.3;MCG -01-25-004         ;NED;143.94068;-04.74953
141.3074391;-06.7165841;NGC 2876               ;239.30682;+29.75344; 0.02053; 268.266; 134.133; 84.3;NGC 2876               ;NED;141.30744;-06.71658
155.6017591;+03.9973484;UGC 05607              ;239.34789;+47.59727; 0.02280; 157.291;  78.646; 93.6;UGC 05607              ;NED;155.60176;+03.99735
141.3007717;-06.8299192;IC 2471                ;239.40701;+29.68052; 0.02076; 290.966; 145.483; 85.3;IC 2471                ;NED;141.30077;-06.82992
086.7579828;-34.2506448;NGC 2090               ;239.45581;-27.42964; 0.00307;  29.854;  14.927; 12.6;NGC 2090               ;NED;086.75798;-34.25064
145.6387247;-03.6991401;NGC 2974               ;239.51224;+35.01423; 0.00691;1089.243; 544.622; 28.4;NGC 2974               ;NED;145.63872;-03.69914
025.1626993;-31.8208940;ESO 413- G 020         ;239.54240;-78.31622; 0.02017; 151.650;  75.825; 82.8;ESO 413- G 020         ;NED;025.16270;-31.82089
140.0915177;-07.8806979;MCG -01-24-010         ;239.55365;+28.09120; 0.01148;  80.704;  40.352; 47.1;MCG -01-24-010         ;NED;140.09152;-07.88070
151.4577269;+00.6332785;IC 0590 NED01          ;239.60254;+42.26580; 0.02028; 288.760; 144.380; 83.3;                       ;NED;151.45773;+00.63328
151.3503940;+00.5439163;CGCG 008-034           ;239.61065;+42.12627; 0.02141; 137.906;  68.953; 87.9;Z 008-034              ;NED;151.35039;+00.54392
107.4505737;-27.5708985;ESO 491- G 020         ;239.62568;-08.50536; 0.00989;  45.511;  22.756; 40.6;ESO 491- G 020         ;NED;107.45057;-27.57090
104.6198719;-28.7678496;ESO 427- G 022         ;239.62837;-11.27287; 0.00745;  24.130;  12.065; 30.6;ESO 427- G 022         ;NED;104.61987;-28.76785
107.4584902;-27.5745960;ESO 491- G 021         ;239.63217;-08.50070; 0.00989;  42.480;  21.240; 40.6;ESO 491- G 021         ;NED;107.45849;-27.57460
105.5290346;-28.4574104;ESO 427- G 026         ;239.68700;-10.41843; 0.00730;  25.456;  12.728; 30.0;ESO 427- G 026         ;NED;105.52903;-28.45741
017.8425691;-29.2345825;NGC 0423               ;239.71372;-85.12939; 0.00534;  11.564;   5.782; 21.9;NGC 0423               ;NED;017.84257;-29.23458
175.0670353;+17.4570923;CGCG 097-050           ;239.72295;+70.94057; 0.01100;  39.194;  19.597; 45.2;Z 097-050              ;NED;175.06704;+17.45709
147.2626693;-02.8219149;NGC 3017               ;239.86184;+36.83577; 0.02078; 262.177; 131.089; 85.3;NGC 3017               ;NED;147.26267;-02.82191
051.9934809;-37.1500577;NGC 1341               ;239.86283;-55.65037; 0.00626;  29.205;  14.603; 25.7;NGC 1341               ;NED;051.99348;-37.15006
095.9435326;-32.2166102;ESO 426- G 002         ;239.93610;-19.49725; 0.02243; 278.179; 139.089; 92.1;ESO 426- G 002         ;NED;095.94353;-32.21661
144.7323899;-04.8370888;ARP 321 NED03          ;239.94831;+33.60637; 0.02165; 162.969;  81.484; 88.9;                       ;NED;144.73239;-04.83709
144.7232047;-04.8492689;ARP 321 NED01          ;239.95329;+33.59171; 0.02211; 516.804; 258.402; 90.8;                       ;NED;144.72320;-04.84927
105.6684649;-28.6972557;NGC 2325               ;239.96068;-10.41037; 0.00706; 174.611;  87.306; 29.0;NGC 2325               ;NED;105.66846;-28.69726
144.7234363;-04.8601703;ARP 321 NED02          ;239.96387;+33.58529; 0.02137; 264.336; 132.168; 87.8;                       ;NED;144.72344;-04.86017
174.3147528;+16.8769820;NGC 3767               ;239.96718;+70.02052; 0.02122; 237.312; 118.656; 87.1;NGC 3767               ;NED;174.31475;+16.87698
050.6846012;-37.1038379;NGC 1317               ;239.97217;-56.69318; 0.00647; 217.037; 108.518; 26.6;NGC 1317               ;NED;050.68460;-37.10384
144.7294904;-04.8658801;ARP 321 NED05          ;239.97371;+33.58663; 0.02282; 207.059; 103.530; 93.7;                       ;NED;144.72949;-04.86588
175.0487404;+17.3122919;UGC 06631              ;240.06101;+70.84556; 0.01180;  43.672;  21.836; 48.5;UGC 06631              ;NED;175.04874;+17.31229
055.1755321;-37.5108884;NGC 1419               ;240.13319;-53.09954; 0.00538;   6.628;   3.314; 22.1;NGC 1419               ;NED;055.17553;-37.51089
050.6738911;-37.2082868;NGC 1316               ;240.16292;-56.69002; 0.00587; 576.559; 288.279; 24.1;NGC 1316               ;NED;050.67389;-37.20829
166.6338390;+11.3853981;NGC 3524               ;240.41005;+60.77125; 0.00455;  19.124;   9.562; 18.7;NGC 3524               ;NED;166.63384;+11.38540
168.6542123;+12.8176419;NGC 3593               ;240.42864;+63.21123; 0.00209;  11.148;   5.574;  8.6;NGC 3593               ;NED;168.65421;+12.81764
162.8563869;+08.5670973;NGC 3388               ;240.47680;+56.10442; 0.02210; 193.896;  96.948; 90.8;                       ;NED;162.85639;+08.56710
126.0420779;-18.7755533;IC 2367                ;240.60441;+10.65809; 0.00817; 100.617;  50.309; 33.5;IC 2367                ;NED;126.04208;-18.77555
105.6885343;-29.4283504;ESO 427- G 029         ;240.64076;-10.70673; 0.00612;  61.575;  30.788; 25.1;ESO 427- G 029         ;NED;105.68853;-29.42835
145.1880964;-05.4353640;IC 0553                ;240.84993;+33.60162; 0.02177; 163.465;  81.732; 89.4;IC 0553                ;NED;145.18810;-05.43536
170.0709178;+13.5896671;NGC 3628               ;240.85127;+64.78095; 0.00281; 189.417;  94.708; 11.5;NGC 3628               ;NED;170.07092;+13.58967
162.8597586;+08.2986497;NGC 3427               ;240.86294;+55.94470; 0.02169; 265.844; 132.922; 89.1;NGC 3427               ;NED;162.85976;+08.29865
108.1489109;-28.6538477;ESO 428- G 004         ;240.88315;-08.43310; 0.00294;   6.702;   3.351; 12.1;ESO 428- G 004         ;NED;108.14891;-28.65385
110.9782437;-27.5290610;NGC 2380               ;241.01706;-05.69869; 0.00594; 264.642; 132.321; 24.4;NGC 2380               ;NED;110.97824;-27.52906
105.0732035;-30.1637950;IC 0456                ;241.08964;-11.50171; 0.00574;  60.808;  30.404; 23.6;IC 0456                ;NED;105.07320;-30.16379
128.3241385;-17.9565552;ESO 562- G 014         ;241.15048;+12.91101; 0.01521;  77.960;  38.980; 62.5;ESO 562- G 014         ;NED;128.32414;-17.95656
079.7559323;-37.0894280;IC 2122                ;241.16666;-33.61172; 0.01573; 275.592; 137.796; 64.6;IC 2122                ;NED;079.75593;-37.08943
076.9265125;-37.5131029;NGC 1808               ;241.21207;-35.90154; 0.00332; 154.384;  77.192; 13.6;NGC 1808               ;NED;076.92651;-37.51310
169.7332067;+13.0921943;MESSIER 065            ;241.33178;+64.22178; 0.00269; 174.879;  87.440; 11.1;MESSIER 065            ;NED;169.73321;+13.09219
150.1279539;-02.1613678;UGC 05380              ;241.43829;+39.49946; 0.02079; 141.234;  70.617; 85.4;UGC 05380              ;NED;150.12795;-02.16137
100.2155278;-32.4823033;NGC 2267               ;241.57289;-16.23114; 0.00498;  38.723;  19.362; 20.5;NGC 2267               ;NED;100.21553;-32.48230
108.8804545;-29.3590408;ESO 428- G 011         ;241.80937;-08.17499; 0.00705; 112.300;  56.150; 29.0;ESO 428- G 011         ;NED;108.88045;-29.35904
121.6775140;-22.9051657;ESO 494- G 027         ;241.85982;+04.98930; 0.01450; 171.200;  85.600; 59.6;ESO 494- G 027         ;NED;121.67751;-22.90517
109.1301768;-29.3246928;ESO 428- G 014         ;241.87700;-07.96503; 0.00566;  64.274;  32.137; 23.3;ESO 428- G 014         ;NED;109.13018;-29.32469
170.0626568;+12.9915224;MESSIER 066            ;241.96111;+64.41869; 0.00242; 129.307;  64.653; 10.0;MESSIER 066            ;NED;170.06266;+12.99152
037.7741712;-36.0347267;NGC 0964               ;241.97120;-67.06748; 0.01592; 376.468; 188.234; 65.4;NGC 0964               ;NED;037.77417;-36.03473
149.9570174;-02.8773908;NGC 3083               ;242.02197;+38.91867; 0.02144; 226.442; 113.221; 88.0;NGC 3083               ;NED;149.95702;-02.87739
118.0860276;-25.1446390;ESO 493- G 024         ;242.05236;+01.02241; 0.01615; 206.887; 103.443; 66.3;ESO 493- G 024         ;NED;118.08603;-25.14464
143.9858906;-07.7266743;MCG -01-25-005         ;242.11342;+31.24808; 0.01971; 315.132; 157.566; 81.0;MCG -01-25-005         ;NED;143.98589;-07.72667
122.6450829;-22.7094134;ESO 494- G 031         ;242.17482;+05.84691; 0.01798; 175.113;  87.557; 73.8;ESO 494- G 031         ;NED;122.64508;-22.70941
150.0458429;-02.9761957;NGC 3086               ;242.19241;+38.92563; 0.02248; 185.292;  92.646; 92.3;NGC 3086               ;NED;150.04584;-02.97620
147.4135989;-05.1665875;NGC 3022               ;242.26227;+35.50691; 0.02087; 402.485; 201.242; 85.7;NGC 3022               ;NED;147.41360;-05.16659
181.0471057;+20.4097368;NGC 4070               ;242.29473;+77.28292; 0.02406; 470.738; 235.369; 98.8;NGC 4070               ;NED;181.04711;+20.40974
147.7353906;-04.9977259;VV 110                 ;242.34801;+35.86244; 0.02196; 208.761; 104.381; 90.2;VV 110                 ;NED;147.73539;-04.99773
150.1977164;-03.0124190;NGC 3092               ;242.35144;+39.02065; 0.01987; 123.269;  61.634; 81.6;NGC 3092               ;NED;150.19772;-03.01242
110.5393640;-29.2355663;ESO 428- G 023         ;242.36012;-06.82960; 0.01009; 180.932;  90.466; 41.5;ESO 428- G 023         ;NED;110.53936;-29.23557
181.0391862;+20.3478462;NGC 4066               ;242.50780;+77.24195; 0.02457; 462.266; 231.133;100.9;NGC 4066               ;NED;181.03919;+20.34785
167.4831322;+10.7208123;NGC 3547               ;242.53494;+61.03353; 0.00527;  11.887;   5.944; 21.6;NGC 3547               ;NED;167.48313;+10.72081
147.8639323;-05.1036162;MCG -01-25-050         ;242.54900;+35.89540; 0.02107; 202.173; 101.086; 86.5;MCG -01-25-050         ;NED;147.86393;-05.10362
117.2558234;-26.2453119;ESO 493- G 017         ;242.61827;-00.18212; 0.00824;  42.888;  21.444; 33.8;ESO 493- G 017         ;NED;117.25582;-26.24531
181.5149798;+20.6080151;NGC 4098 NED01         ;242.67764;+77.75674; 0.02442; 406.605; 203.302;100.3;                       ;NED;181.51498;+20.60801
181.4760235;+20.5724864;NGC 4095               ;242.71871;+77.70658; 0.02384; 322.485; 161.242; 97.9;NGC 4095               ;NED;181.47602;+20.57249
117.3014482;-26.3931683;ESO 493- G 018         ;242.76645;-00.22183; 0.00887; 183.162;  91.581; 36.4;ESO 493- G 018         ;NED;117.30145;-26.39317
163.8378374;+07.6967367;NGC 3462               ;242.78588;+56.33538; 0.02149; 531.349; 265.674; 88.2;NGC 3462               ;NED;163.83784;+07.69674
181.1236749;+20.3161687;NGC 4074               ;242.82980;+77.28930; 0.02244; 192.676;  96.338; 92.2;NGC 4074               ;NED;181.12367;+20.31617
030.1222848;-34.2556984;ESO 354- G 026         ;242.83421;-73.56398; 0.01623; 169.168;  84.584; 66.6;ESO 354- G 026         ;NED;030.12228;-34.25570
181.0058550;+20.2321520;NGC 4061               ;242.85790;+77.15061; 0.02403; 462.580; 231.290; 98.7;NGC 4061               ;NED;181.00585;+20.23215
161.8607367;+06.0480339;NGC 3376               ;242.86655;+53.77242; 0.01945; 160.359;  80.179; 79.9;NGC 3376               ;NED;161.86074;+06.04803
110.9251146;-29.6523461;ESO 428- G 029         ;242.88843;-06.72318; 0.00657;  95.174;  47.587; 27.0;ESO 428- G 029         ;NED;110.92511;-29.65235
181.0256933;+20.2350153;NGC 4065               ;242.89502;+77.16754; 0.02110; 382.291; 191.145; 86.7;NGC 4065               ;NED;181.02569;+20.23502
181.4588120;+20.4769573;NGC 4092               ;243.04431;+77.63910; 0.02241; 203.212; 101.606; 92.0;NGC 4092               ;NED;181.45881;+20.47696
030.0755804;-34.3166177;ESO 354- G 025         ;243.08433;-73.57798; 0.01679; 174.097;  87.049; 69.0;ESO 354- G 025         ;NED;030.07558;-34.31662
146.9401408;-06.4381702;NGC 3007               ;243.10491;+34.34008; 0.02175; 273.292; 136.646; 89.3;NGC 3007               ;NED;146.94014;-06.43817
062.4796627;-39.6887519;IC 2036                ;243.12173;-47.29807; 0.02086; 206.851; 103.426; 85.7;IC 2036                ;NED;062.47966;-39.68875
181.1354409;+20.2049581;NGC 4076               ;243.27230;+77.23480; 0.02073; 202.910; 101.455; 85.1;NGC 4076               ;NED;181.13544;+20.20496
140.3645951;-11.9095060;NGC 2855               ;243.32633;+25.85468; 0.00633; 167.618;  83.809; 26.0;NGC 2855               ;NED;140.36459;-11.90951
121.3808918;-24.8172467;ESO 494- G 022         ;243.33624;+03.73929; 0.01967; 400.126; 200.063; 80.8;ESO 494- G 022         ;NED;121.38089;-24.81725
037.9625446;-36.6721167;IC 1816                ;243.42066;-66.74184; 0.01694; 201.498; 100.749; 69.6;IC 1816                ;NED;037.96254;-36.67212
181.3663543;+20.3087919;NGC 4090               ;243.45356;+77.47173; 0.02446; 220.953; 110.477;100.5;NGC 4090               ;NED;181.36635;+20.30879
156.8737782;+01.2544367;UGC 05667 NED01        ;243.67483;+46.88270; 0.02222; 162.538;  81.269; 91.3;                       ;NED;156.87378;+01.25444
133.0764685;-17.7445369;ESO 563- G 031         ;243.69068;+16.71604; 0.00565;  46.015;  23.007; 23.2;ESO 563- G 031         ;NED;133.07647;-17.74454
127.1700049;-21.7364404;ESO 562- G 007         ;243.69874;+09.87344; 0.01915; 152.894;  76.447; 78.6;ESO 562- G 007         ;NED;127.17000;-21.73644
181.3723992;+20.2466994;NGC 4086               ;243.70201;+77.44049; 0.02366; 213.116; 106.558; 97.2;NGC 4086               ;NED;181.37240;+20.24670
176.1180725;+16.5579879;NGC 3853               ;243.78125;+71.23972; 0.01106; 125.134;  62.567; 45.4;NGC 3853               ;NED;176.11807;+16.55799
120.9524427;-25.6168864;ESO 494- G 016         ;243.80745;+02.98537; 0.02046; 168.528;  84.264; 84.0;ESO 494- G 016         ;NED;120.95244;-25.61689
141.6019347;-11.5555877;NGC 2884               ;243.86074;+27.02258; 0.01730; 309.657; 154.828; 71.1;NGC 2884               ;NED;141.60193;-11.55559
175.4155748;+15.9656879;UGC 06653              ;243.96969;+70.34430; 0.01074;  51.985;  25.992; 44.1;UGC 06653              ;NED;175.41557;+15.96569
031.9582042;-35.2018670;ESO 354- G 041         ;243.98034;-71.81592; 0.02036; 179.881;  89.941; 83.6;ESO 354- G 041         ;NED;031.95820;-35.20187
183.8935981;+21.8325978;UGC 07270              ;243.98943;+80.27749; 0.02251; 187.925;  93.962; 92.4;UGC 07270              ;NED;183.89360;+21.83260
147.2582220;-07.1379184;MCG -01-25-041         ;244.00094;+34.13831; 0.01457;  96.008;  48.004; 59.8;MCG -01-25-041         ;NED;147.25822;-07.13792
131.5042040;-19.3028846;NGC 2665               ;244.07499;+14.59146; 0.00578;  43.156;  21.578; 23.8;NGC 2665               ;NED;131.50420;-19.30288
180.7982286;+19.7287341;NGC 4053               ;244.17269;+76.69998; 0.02394; 379.172; 189.586; 98.3;NGC 4053               ;NED;180.79823;+19.72873
137.8647261;-14.8168373;NGC 2781               ;244.17981;+22.14537; 0.00685; 120.258;  60.129; 28.1;NGC 2781               ;NED;137.86473;-14.81684
129.3298405;-20.9399930;ESO 563- G 003         ;244.21062;+11.97792; 0.00848;  35.659;  17.830; 34.8;ESO 563- G 003         ;NED;129.32984;-20.93999
144.7560981;-09.4572856;MRK 1234               ;244.24199;+30.75195; 0.01607;  91.393;  45.696; 66.0;MRK 1234               ;NED;144.75610;-09.45729
130.3972074;-20.3150277;ESO 563- G 011         ;244.28718;+13.15387; 0.01905; 262.046; 131.023; 78.2;ESO 563- G 011         ;NED;130.39721;-20.31503
132.3290654;-19.0041011;ESO 563- G 024         ;244.30402;+15.39612; 0.00899;  67.252;  33.626; 36.9;ESO 563- G 024         ;NED;132.32907;-19.00410
192.4261821;+26.8917544;CGCG 159-083           ;244.32612;+89.54728; 0.02282; 228.024; 114.012; 93.7;Z 159-083              ;NED;192.42618;+26.89175
065.6784704;-40.6009770;NGC 1572               ;244.38141;-44.83902; 0.02038; 509.526; 254.763; 83.7;NGC 1572               ;NED;065.67847;-40.60098
141.3442436;-12.3917729;IC 0537                ;244.41169;+26.30124; 0.01286; 138.548;  69.274; 52.8;IC 0537                ;NED;141.34424;-12.39177
046.5251338;-39.0364480;NGC 1217               ;244.61366;-59.60300; 0.02097; 682.260; 341.130; 86.1;NGC 1217               ;NED;046.52513;-39.03645
124.3621523;-24.6810796;ESO 494- G 042         ;244.69892;+06.08565; 0.00577;  21.396;  10.698; 23.7;ESO 494- G 042         ;NED;124.36215;-24.68108
